x,5621,148
17065.2,118.226
17622.7,117.391
18205.5,115.888
18788.3,114.051
19345.8,112.047
19903.2,109.876
20409.9,107.538
20891.3,104.866
21296.6,101.86
21625.8,98.186
21879,94.345
22030.8,90.338
x,5354
14226,108.707
14834.2,108.206
15417.1,107.037
16025.2,105.701
16608.1,104.198
17165.5,102.695
18128.4,99.021
18635.1,96.683
19116.5,94.011
19521.7,90.671
19825.6,87.165
20078.8,83.324
x,5086
12096.4,99.021
12704.6,98.186
13312.8,97.184
13895.7,96.015
14503.8,94.679
15086.6,93.009
15644.1,91.172
16201.5,89.169
16708.3,86.831
17189.6,84.159
17594.9,80.986
17898.8,77.312
18177.3,73.638